"country_name","iso_country_code","population","surface_area_km2","gini_index","happy_planet_index","human_development_index","world_happiness_report_score","sustainable_economic_development_assessment_seda","gdp_billions_ppp","gdp_per_capita_ppp","gdp_growth_annual_pct","health_expenditure_pct_of_gdp","health_expenditure_per_person","education_expenditure_pct_of_gdp","education_expenditure_per_person","school_life_expectancy_years","unemployment_pct","government_spending_score","government_expenditure_pct_of_gdp","political_rights_score","civil_liberties_score","political_stability_absence_of_violence","government_effectiveness","regulatory_quality","rule_of_law","control_of_corruption","judicial_effectiveness_score","government_integrity_score","property_rights_score","tax_burden_score","overall_economic_freedom_score","financial_freedom_score","women_mps_pct_of_all_mps"
"Afghanistan","AFG",3.6e+07,652230,"-","20.2","0.498","2.6617181300000001","-","64.099999999999994","1919","1.5","10.29759481","184","3.78","23.789250463379656","11","8.5","79.3","26.3",5,6,"-2.78","-1.33","-1.34","-1.57","-1.52","28.2","26.2","17.899999999999999","91.8","51.3","10","27.7"
"Albania","ALB",2900000,27398,"29","36.799999999999997","0.78500000000000003","4.6395483019999997","53.1","34.200000000000003","11840","2.6","6.8244387099999999","774","-","-","16","16.3","72.7","30.1",3,3,"0.4","0.08","0.22","-0.4","-0.42","25.4","39.9","54.1","85.1","64.5","70","27.9"
"Algeria","DZA",4.1e+07,2381740,"35.299999999999997","33.299999999999997","0.754","5.2489123339999999","45.8","612.5","15027","3.7","7.0566878600000003","1031","-","-","14","11.2","45.9","42.5",6,5,"-0.96","-0.6","-1.2","-0.86","-0.61","35.200000000000003","29","27.8","74","44.7","30","25.8"
"Andorra","AND",77000,468,"-","-","0.85799999999999998","-","-","-","-","-","11.974776049999999","5949","2.9978098869999998","-","-","-","-","-",1,1,"1.45","1.94","1.21","1.6","1.24","-","-","-","-","-","-","32.1"
"Angola","AGO",3e+07,1246700,"42.7","-","0.58099999999999996","-","28.4","187.3","6844","3","2.94697845","196","-","-","10","6.6","69.099999999999994","32.1",6,6,"-0.28999999999999998","-1.03","-1.04","-1.1000000000000001","-1.41","25.4","18.899999999999999","36","82.4","48.6","40","38.200000000000003"
"Antigua & Barbuda","ATG",102000,442.6,"-","-","0.78","-","-","-","-","-","4.8439975999999998","1105","-","-","14","-","-","-",2,2,"0.76","0.01","0.25","0.44","0.24","-","-","-","-","-","-","11.1"
"Argentina","ARG",4.4e+07,2736690,"41.7","35.200000000000003","0.82499999999999996","6.0393300060000001","57.3","874.1","20048","1.2","2.94697845","1390","5.3614401819999999","656.52250661481798","17","6.6","55.6","38.5",2,2,"0.18","0.16","-0.28999999999999998","-0.25","-0.26","44.5","32.6","40.799999999999997","65.7","52.3","60","38.9"
"Armenia","ARM",3e+06,28203,"31.5","25.7","0.755","4.2877364160000004","51.7","25.8","8621","3","10.140838130000001","883","2.2472400669999999","89.770776600267595","13","16.8","80","25.8",5,4,"-0.71","-0.1","0.28000000000000003","-0.16","-0.56000000000000005","47.4","40.5","55.3","84.7","68.7","70","18.100000000000001"
"Australia","AUS",2.5e+07,7682300,"30.3","21.2","0.93899999999999995","7.2570376400000001","78.900000000000006","1187.3","48899","2.5","9.4453332700000008","4492","5.1926698680000003","3236.4742114028095","20","5.7","61.2","36",1,1,"0.9","1.54","1.93","1.68","1.8","93.4","77.400000000000006","78.7","63","80.900000000000006","90","28.7"
"Austria","AUT",9e+06,82445,"30.5","30.5","0.90800000000000003","7.2937278750000001","80.3","417.2","48005","0.9","10.319881669999999","5138","5.4489798550000001","2817.3673823401173","16","6.1","19.399999999999999","51.8",1,1,"1.04","1.46","1.44","1.81","1.53","80.900000000000006","73.5","83.5","49.9","71.8","70","30.6"
"Azerbaijan","AZE",1e+07,82629,"33.700000000000003","-","0.75700000000000001","5.1522793770000002","51.1","165.5","17439","1.1000000000000001","6.6780184699999996","1191","2.6330399510000002","207.78142783177319","13","5.0999999999999996","59.4","36.799999999999997",7,6,"-0.76","-0.16","-0.25","-0.56000000000000005","-0.88","36.799999999999997","39.9","53.6","87.5","64.3","60","16.8"
"Bahamas","BHS",4e+05,10010,"-","-","0.80700000000000005","-","60.4","9","24555","0.5","7.3643025599999996","1699","-","-","-","15.3","82.9","23.8",1,1,"1","0.57999999999999996","0.12","0.19","1.17","53.5","50.9","46.5","96.5","63.3","60","12.8"
"Bahrain","BHR",1300000,760,"-","-","0.84599999999999997","6.2273206710000002","63.9","66.900000000000006","50704","3.2","5.1559720699999998","2453","2.4674599169999998","616.45486311638081","-","1.3","66.400000000000006","33.4",7,6,"-0.95","0.19","0.41","0.45","-0.14000000000000001","55.1","51.8","62.1","99.9","67.7","80","7.5"
"Bangladesh","BGD",1.65e+08,130170,"32.1","38.4","0.60799999999999998","4.3097710610000002","35.299999999999997","628.4","3891","6.4","2.63947252","88","-","-","10","4.0999999999999996","94.2","13.9",4,4,"-1.25","-0.74","-0.81","-0.67","-0.83","32.6","21.2","32.4","72.7","55.1","30","20.3"
"Barbados","BRB",3e+05,430,"-","-","0.8","-","60.8","4.8","17100","0.5","7.4570433500000002","1234","6.2294101719999997","1013.014180924756","15","11.4","39.299999999999997","45",1,1,"0.98","0.84","0.49","0.66","1.42","54.4","53.8","51.4","74","57","60","16.7"
"Belarus","BLR",1e+07,202900,"26.5","21.7","0.80800000000000005","5.5529150960000004","59.9","171","18000","-3.9","6.1113249700000001","1085","4.8183097840000002","400.81171082023928","16","0.5","47.9","41.7",6,6,"0.03","-0.35","-0.74","-0.82","-0.26","57.3","42","53.5","89.8","58.1","10","34.5"
"Belgium","BEL",1.1e+07,30278,"25.9","23.7","0.91600000000000004","6.9283475880000003","77.5","509.5","45047","1.4","10.477128410000001","4782","6.5968499180000002","3123.738801423508","20","8.3000000000000007","12.1","54.1",1,1,"0.42","1.18","1.24","1.34","1.5","69.5","70.900000000000006","81.2","44","67.5","70","38"
"Belize","BLZ",4e+05,22806,"-","33.799999999999997","0.70799999999999996","-","48.5","3.1","8220","1.5","6.2102254200000004","524","6.4741101260000002","313.66946115126592","13","11","65.5","33.9",1,2,"0.05","-0.64","-0.54","-0.96","-0.27","53.5","34.700000000000003","42.1","80","57.1","50","9.4"
"Benin","BEN",1.1e+07,110622,"36.5","13.4","0.51500000000000001","4.8531808850000004","34.5","23.6","2119","5.2","3.9919010300000002","84","4.3211297990000004","40.7779218044641","12","1","85.6","21.9",2,2,"0.05","-0.64","-0.47","-0.62","-0.55000000000000004","31.3","30.2","35.5","67.400000000000006","56.7","50","7.2"
"Bhutan","BTN",8e+05,38394,"38.799999999999997","28.6","0.61199999999999999","-","47.7","6.5","8227","7.7","3.4861041400000001","287","5.9033298490000004","147.8617303030174","13","2.4","72.2","30.5",3,4,"1.1299999999999999","0.56000000000000005","-0.33","0.63","1.57","51.6","50.9","60.9","83","61.8","30","8.5"
"Bolivia","BOL",1.1e+07,1083301,"47","23.3","0.69299999999999995","5.6505527500000001","44.8","78.7","7219","4.8","6.4111801499999999","446","7.2853498459999999","227.59435175797188","-","3.7","46.5","42.2",3,3,"-0.3","-0.39","-0.9","-1.21","-0.66","11.4","23.1","19","85.7","44.1","40","53.1"
"Bosnia and Herzegovina","BIH",3900000,51187,"33.799999999999997","25.3","0.76800000000000002","5.0899024009999998","50.2","42.2","10958","2.8","9.3825602900000007","1102","-","-","14","25.8","41.5","44.1",4,4,"-0.38","-0.48","-0.15","-0.21","-0.52","43.7","28.4","39.5","83.5","61.4","60","21.4"
"Botswana","BWA",2200000,566730,"60.5","16.600000000000001","0.71699999999999997","3.5048811440000001","44.1","36.700000000000003","17042","-0.3","5.9709158599999999","970","-","-","13","18.399999999999999","63.4","34.9",3,2,"1.03","0.43","0.46","0.51","0.8","54.7","56.6","57.7","76.099999999999994","69.900000000000006","70","9.5"
"Brazil","BRA",2.09e+08,8358140,"49","34.299999999999997","0.75900000000000001","6.3329291339999996","51.6","3141.3","15242","-3.8","8.9114837700000002","1392","5.948480129","715.40000867734159","15","11.5","50.7","40.5",2,2,"-0.41","-0.28999999999999998","-0.11","-0.28000000000000003","-0.53","55.5","31.4","55.8","70.599999999999994","51.4","50","10.7"
"Brunei","BRN",4e+05,5265,"-","-","0.85299999999999998","-","72.5","32.5","76884","-0.2","2.6227752299999998","2083","3.353189945","1392.6022162681672","15","2","57.7","37.5",6,5,"1.19","1.1399999999999999","0.72","0.65","0.71","57.1","45.4","56.6","85.6","64.2","50","9.1"
"Bulgaria","BGR",7e+06,108489,"40.200000000000003","20.399999999999999","0.81299999999999994","-","59.9","144.6","20327","3","8.2030928799999998","1492","-","-","15","8","60.5","36.299999999999997",2,2,"0.37","0.26","0.63","-0.04","-0.16","42.5","38.200000000000003","63.6","90.9","68.3","60","23.8"
"Burkina Faso","BFA",1.9e+07,273800,"39.5","17.899999999999999","0.42299999999999999","4.646891117","33.4","32.799999999999997","1782","4","5.4467720000000002","96","4.5599398610000001","32.093844264287853","8","3","83.7","23.3",4,3,"-0.92","-0.59","-0.44","-0.4","-0.11","47.1","31.8","42.1","80.599999999999994","60","40","11"
"Burundi","BDI",1.1e+07,25680,"42.4","15.6","0.41699999999999998","-","28.3","7.9","814","-4.0999999999999996","8.2429492799999995","64","-","-","11","1.6","78.599999999999994","26.7",7,6,"-1.97","-1.34","-0.84","-1.4","-1.28","21.7","26.2","17.600000000000001","71","50.9","30","36.4"
"Cabo Verde","CPV",5e+05,4033,"-","-","0.65400000000000003","-","-","3.5","6662","1.8","4.8499999999999996","310","4.9638700489999996","175.20567072975447","13","10.5","71.5","30.8",1,1,"0.9","0.16","-0.2","0.41","0.84","52","42.8","42.1","74","60","60","23.6"
"Cambodia","KHM",1.6e+07,176515,"37.9","25.6","0.58199999999999996","4.5858421329999999","38.5","59","3737","6.9","5.9822600899999996","210","1.9008300300000001","20.790557834844947","11","0.3","86.5","21.2",6,5,"0.17","-0.66","-0.5","-1.06","-1.29","24.5","17.7","36","89.8","58.7","50","20.3"
"Cameroon","CMR",2.4e+07,472710,"44.6","16.7","0.55600000000000005","5.0740513800000002","32.1","76.900000000000006","3249","5.9","5.1130254199999996","163","-","-","12","4.5","86.1","21.6",6,6,"-1.08","-0.82","-0.82","-1.02","-1.18","29.4","23.4","40.6","73.7","51.9","50","31.1"
"Canada","CAN",3.7e+07,9093507,"32.1","23.9","0.92600000000000005","-","76.900000000000006","1682.4","46437","1.2","10.435622370000001","4600","-","-","-","7.1","52.3","39.9",1,1,"1.1100000000000001","1.85","1.89","1.8","1.92","77.099999999999994","78.3","87.5","76.7","77.7","80","26.3"
"Central African Republic","CAF",4900000,622984,"43.6","-","0.36699999999999999","3.4758620260000002","16.100000000000001","3.2","652","4.3","4.78","32","-","-","7","6.9","94.6","13.4",7,7,"-1.94","-1.77","-1.48","-1.73","-1.17","28.2","24.6","17.899999999999999","64.599999999999994","49.2","30","8.6"
"Chad","TCD",1.5e+07,1259200,"43.3","12.8","0.40400000000000003","4.5589370730000001","20.399999999999999","29","2445","1.8","4.58","100","-","-","7","5.8","90.5","17.7",7,6,"-1.34","-1.46","-1.21","-1.3","-1.43","24.1","23.1","25.1","44.8","49.3","40","12.8"
"Chile","CHL",1.8e+07,743812,"50.5","31.7","0.84299999999999997","6.3201193809999996","62.6","438.8","24113","2.1","8.0710858600000002","1903","4.7228198050000003","698.70863516552197","16","6.6","81.3","25",1,1,"0.38","0.85","1.34","1.01","1.04","63.4","61.2","67.900000000000006","78","75.2","70","15.8"
"China","CHN",1.386e+09,9326410,"46.5","25.7","0.752","5.0990614890000003","50.8","21291.8","15399","6.9","5.3158677699999997","762","-","-","14","4.5999999999999996","71.599999999999994","30.7",7,6,"-0.25","0.42","-0.15","-0.26","-0.27","65.400000000000006","47.3","46.7","70.400000000000006","57.8","20","24.2"
"Colombia","COL",4.9e+07,1038700,"51.1","40.700000000000003","0.84299999999999997","6.1573419569999999","49.1","688.8","14130","3.1","6.1913276399999999","853","4.6651601789999999","369.17228923051096","14","9.9","74.400000000000006","29.2",3,3,"-0.79","-7.0000000000000007E-2","0.34","-0.36","-0.37","36.4","33.4","60.7","80.3","68.900000000000006","70","18.7"
"Comoros","COM",8e+05,2235,"55.9","23.1","0.752","-","-","1.3","1529","1","8.0462601899999999","121","4.8649301530000004","41.495631316042214","11","20","77.8","27.2",3,4,"0.03","-1.57","-1.04","-1.05","-0.68","28.2","27.5","36.700000000000003","59.7","56.2","30","6.1"
"Congo (Dem. Rep.)","COD",8.1e+07,2267048,"42.1","-","0.45700000000000002","4.3110332490000003","24.8","65","773","7.7","4.2713599000000002","34","-","-","9","3.6","94.8","13.2",7,6,"-2.2999999999999998","-1.63","-1.47","-1.69","-1.42","23.9","27.3","24.1","73.2","52.1","20","8.9"
"Congo (Rep.)","COG",4500000,341500,"48.9","18.8","0.60599999999999998","4.8839912410000004","32.700000000000003","29.8","6676","2.5","3.43391175","203","-","-","11","11.2","33.4","47.1",7,5,"-0.53","-1.19","-1.33","-1.1000000000000001","-1.33","28.2","24.6","32.4","60.8","38.9","30","11.3"
"Costa Rica","CRI",4900000,51060,"48.5","44.7","0.79400000000000004","7.2251815800000001","58.9","80.7","16436","3.7","8.1455845700000005","1286","6.8589100839999997","729.17058704926194","15","9","88.9","19.3",1,1,"0.51","0.25","0.45","0.45","0.47","57.8","51.8","54.8","79.3","65.599999999999994","50","35.1"
"Cote d'Ivoire","CIV",2.4e+07,318003,"41.5","14.4","0.79400000000000004","5.0377349850000002","30.5","87.8","3609","8.6","5.4358331800000004","190","4.5774297710000003","71.862364257577809","9","9.3000000000000007","84.6","22.6",4,4,"-1.0900000000000001","-0.74","-0.36","-0.63","-0.52","44.2","36.6","39.4","76.400000000000006","62","50","10.6"
"Croatia","HRV",4200000,55974,"30.8","30.2","0.83099999999999996","5.3431658740000003","64.5","95.1","22795","1.6","7.4036153599999999","1656","-","-","15","13.5","32.5","47.4",1,2,"0.75","0.57999999999999996","0.42","0.33","0.19","56.5","40.5","65.900000000000006","66","61","60","18.5"
"Cuba","CUB",1.1e+07,109820,"-","-","0.77700000000000002","-","-","142","12390","4.3","-","-","-","-","14","2.9","0","62.4",7,6,"0.69","-0.2","-1.33","-0.43","0.27","10","38.1","29.7","49","31.9","10","48.9"
"Cyprus","CYP",8e+05,9241,"34.799999999999997","30.7","0.86899999999999999","6.0620512959999999","65.900000000000006","29.7","34970","1.6","6.76967432","2137","-","-","15","11.7","52.9","39.6",1,1,"0.6","0.92","1.03","0.88","0.78","56.7","41.3","71.2","75.2","67.8","60","17.899999999999999"
"Czech Republic","CZE",1.1e+07,77247,"-","27.3","0.88800000000000001","6.7895679470000001","71.099999999999994","350.7","33232","4.2","7.30822225","2470","-","-","17","4","48.6","41.4",1,1,"1.02","1.02","1.23","1.1200000000000001","0.56999999999999995","57.9","51.1","73","82.9","74.2","80","20"
"Denmark","DNK",6e+06,42434,"29","32.700000000000003","0.92900000000000005","7.5937023159999999","82","273.89999999999998","47985","1.2","10.326207009999999","5083","-","-","19","6.1","10.6","54.6",1,1,"0.87","1.8","1.62","1.86","2.19","83.6","84.1","84.8","41.4","76.599999999999994","80","37.4"
"Djibouti","DJI",1e+06,23180,"40.9","16.399999999999999","0.47599999999999998","-","-","3.3","3370","6.5","4.3893014499999996","147","-","-","6","6.6","27.2","49.3",6,5,"-0.71","-1.03","-0.64","-0.91","-0.64","13.8","29","19","69.8","45.1","50","10.8"
"Dominica","DMA",1e+05,751,"-","-","0.71499999999999997","-","-","0.8","11375","-4.3","5.4267990900000003","586","-","-","-","-","64.8","34.200000000000003",1,1,"1.04","-0.25","0.13","0.65","0.65","69.2","49.9","48.6","72.900000000000006","64.5","30","25"
"Dominican Republic","DOM",1.1e+07,48320,"47.1","30.3","0.73599999999999999","5.6052026750000001","48.1","161.80000000000001","16050","7","6.2240414499999996","873","-","-","13","14.4","90.6","17.7",3,3,"0.16","-0.35","-0.08","-0.42","-0.74","23.1","26.2","51.7","84.6","61.6","40","26.8"
"Ecuador","ECU",1.7e+07,276841,"45.9","37","0.752","5.8395185469999999","48.1","183.6","11109","0","6.76967432","980","-","-","15","5.4","52.5","39.799999999999997",3,3,"-0.1","-0.32","-1","-0.7","-0.6","23.3","30.2","36.700000000000003","79.400000000000006","48.5","40","38"
"Egypt","EGY",9.8e+07,995450,"31.8","23.8","0.69599999999999995","3.9293441769999999","43.1","1132.4000000000001","12554","4.2","7.30822225","495","-","-","13","12","65.099999999999994","34.1",6,6,"-1.42","-0.62","-0.86","-0.53","-0.54","52.5","32.200000000000003","32.700000000000003","84.2","53.4","50","14.9"
"El Salvador","SLV",6e+06,20721,"36","35.6","0.67400000000000004","6.3393182750000001","47.2","54.8","8909","2.4","10.326207009999999","578","3.448559999","124.00300087465311","13","6.3","86.3","21.3",2,3,"-0.25","-0.37","-0.15","-0.86","-0.51","35.4","25.2","37.299999999999997","78.900000000000006","63.2","60","32.1"
"Equatorial Guinea","GNQ",8e+05,28051,"-","-","0.59099999999999997","-","-","31.7","38639","-12.2","4.3893014499999996","790","-","-","-","7.3","61","36.1",7,7,"-0.15","-1.44","-1.4","-1.49","-1.83","17.600000000000001","26.2","29.8","69.599999999999994","42","30","24"
"Eritrea","ERI",5e+06,101000,"-","-","0.44","-","-","9.1999999999999993","1410","4.8","5.4267990900000003","56","-","-","5","7.3","75.599999999999994","28.5",7,7,"-0.66","-1.73","-2.2000000000000002","-1.56","-1.2","13.8","23.4","35.5","79.900000000000006","41.7","20","22"
"Estonia","EST",1300000,42388,"34.799999999999997","17.899999999999999","0.871","5.9383959769999999","70.8","38.5","29313","1.1000000000000001","6.2240414499999996","1887","-","-","16","6.9","52.6","39.799999999999997",1,1,"0.66","1.1200000000000001","1.64","1.28","1.24","83.9","75.7","80.400000000000006","80.7","78.8","80","26.7"
"Eswatini","SWZ",1100000,17204,"50.4","15.5","0.58799999999999997","-","-","11.1","9776","1.7","7.0429110499999998","-","-","-","11","25.3","65.2","34.1",7,6,"-0.3","-0.57999999999999996","-0.56000000000000005","-0.28999999999999998","-0.3","35.299999999999997","26.9","55.3","74.8","55.9","40","6.2"
"Ethiopia","ETH",1.05e+08,1e+06,"33","26.7","0.46300000000000002","4.1803154950000003","32.299999999999997","177.5","1946","10.199999999999999","4.0468436800000003","66","-","-","8","5.7","90.6","17.7",7,6,"-1.69","-0.7","-1.01","-0.45","-0.56000000000000005","37.6","37.700000000000003","31.1","76.5","52.8","20","38.799999999999997"
"Fiji","FJI",9e+05,18274,"-","-","0.74099999999999999","-","49","8.3000000000000007","9268","4.3","3.5541200700000002","331","-","-","-","7.9","68.2","32.6",3,3,"0.79","0.09","-0.22","-0.25","0.36","47.1","34.799999999999997","68.3","81.400000000000006","62","50","16"
"Finland","FIN",6e+06,303815,"27.2","31.3","0.92","7.7882518770000004","81.3","231.4","42165","0.4","9.4456906800000002","3669","7.1515598300000001","3569.6700358737103","19","9","2.2999999999999998","57.1",1,1,"1.07","1.94","1.82","2.0299999999999998","2.2200000000000002","82.7","89.8","89","66.5","74.099999999999994","80","42"
"France","FRA",6.7e+07,549970,"29.3","30.4","0.90100000000000002","6.6352224350000002","73.900000000000006","2733.7","42314","1.1000000000000001","11.066442800000001","4542","5.5176000600000004","2373.048967229583","16","10","2.7","57",1,2,"0.21","1.35","1.1599999999999999","1.44","1.26","72.7","65.099999999999994","84","47.3","63.9","70","39"
"Gabon","GAB",1900000,257667,"42.2","17.5","0.70199999999999996","4.782382965","40.9","35.9","19057","4","2.67891653","481","-","-","-","18.5","84.6","22.6",7,5,"-0.09","-0.94","-0.79","-0.68","-0.81","27.8","33.4","29.9","74.3","58","40","17.100000000000001"
